birdName,dateTime,island,txFromDuskyId,txChannel,txDateOn,txDateOff
Takitimu,2002-05-08 19:00:00,Whenua Hou,2/05/02S18/05/2002,93,,2002-05-08 19:00:00
Vollie,2002-05-08 18:00:00,Whenua Hou,2/05/02R38/05/2002,43,,2002-05-08 18:00:00
Mila,2002-05-04 18:16:00,Whenua Hou,2/05/02M14/05/2002,15,,2002-05-04 18:16:00
Monoa,2002-05-04 18:16:00,Whenua Hou,2/05/02M24/05/2002,5,,2002-05-04 18:16:00
Hine Taumai,2002-05-01 18:45:00,Whenua Hou,2/05/02W21/05/2002,13,,2002-05-01 18:45:00
Tumeke,2002-05-01 18:45:00,Whenua Hou,2/05/02W11/05/2002,33,,2002-05-01 18:45:00
Horton,2002-04-30 19:00:00,Whenua Hou,1/05/02C130/04/2002,1,,2002-04-30 19:00:00
Doc,2002-04-30 19:00:00,Whenua Hou,1/05/02R130/04/2002,27,,2002-04-30 19:00:00
Rakiura,2002-04-28 18:40:00,Whenua Hou,1/05/02F128/04/2002,45,,2002-04-28 18:40:00
Esperance,2002-04-28 18:40:00,Whenua Hou,1/05/02F328/04/2002,21,,2002-04-28 18:40:00
Lionel,2002-04-21 13:25:00,Whenua Hou,35706Lionel21/04/2002,8,2001-07-21 15:36:00,2002-04-21 13:25:00
Hauturu,2001-09-09 14:57:00,Whenua Hou,20/07/99Hauturu9/09/2001,94,2000-09-01 10:06:00,2001-09-09 14:57:00
Smoko,2001-08-26 16:27:00,Maud,35706Smoko26/08/2001,1,2000-10-12 12:20:00,2001-08-26 16:27:00
Richard Henry,2001-08-26 14:13:00,Maud,35706Richard-Henry26/08/2001,11,2000-10-10 18:34:00,2001-08-26 14:13:00
Ox,2001-08-06 16:29:00,Whenua Hou,35706Ox6/08/2001,80,2000-08-31 15:15:00,2001-08-06 16:29:00
Gulliver,2001-08-02 17:26:00,Maud,4/07/98Gulliver2/08/2001,55,2000-11-09 16:42:00,2001-08-02 17:26:00
Boomer,2001-08-02 16:02:00,Maud,26/07/99Boomer2/08/2001,23,2000-10-12 11:30:00,2001-08-02 16:02:00
Stumpy,2001-08-02 15:02:00,Maud,35706Stumpy2/08/2001,77,2000-10-10 17:31:00,2001-08-02 15:02:00
Kuia,2001-08-02 15:00:00,Maud,4/07/982/08/2001,13,2000-10-13 19:05:00,2001-08-02 15:00:00
Piripi,2001-08-02 11:52:00,Maud,35706Piripi2/08/2001,67,2000-09-02 11:32:00,2001-08-02 11:52:00
Maggie,2001-07-29 16:25:00,Whenua Hou,35706Maggie29/07/2001,20,2000-11-01 16:23:00,2001-07-29 16:25:00
Gunner,2001-07-29 13:43:00,Whenua Hou,35706Gunner29/07/2001,18,2000-09-01 11:25:00,2001-07-29 13:43:00
Jane,2001-07-28 16:44:00,Maud,35706Jane28/07/2001,40,2000-08-29 14:30:00,2001-07-28 16:44:00
Hoki,2001-07-28 16:06:00,Whenua Hou,35706Hoki28/07/2001,16,2000-08-24 11:30:00,2001-07-28 16:06:00
Zephyr,2001-07-28 14:35:00,Whenua Hou,35706Zephyr28/07/2001,96,2000-08-31 14:25:00,2001-07-28 14:35:00
Gumboots,2001-07-28 13:14:00,Whenua Hou,35706Gumboots28/07/2001,88,2000-09-01 12:07:00,2001-07-28 13:14:00
Aranga,2001-07-28 13:10:00,Whenua Hou,20/07/99Aranga28/07/2001,86,2000-09-01 11:16:00,2001-07-28 13:10:00
Sandra,2001-07-28 10:58:00,Whenua Hou,35706Sandra28/07/2001,6,2000-08-31 16:24:00,2001-07-28 10:58:00
Suzanne,2001-07-27 16:45:00,Whenua Hou,35706Susanne27/07/2001,26,2000-08-18 12:10:00,2001-07-27 16:45:00
Merv,2001-07-27 16:01:00,Whenua Hou,35706Merv27/07/2001,32,2000-08-25 14:11:00,2001-07-27 16:01:00
Alice,2001-07-27 15:38:00,Whenua Hou,35706Alice27/07/2001,76,2000-08-31 15:34:00,2001-07-27 15:38:00
Sue,2001-07-27 15:02:00,Whenua Hou,35706Sue27/07/2001,42,2000-10-04 15:30:00,2001-07-27 15:02:00
Cyndy,2001-07-27 13:47:00,Whenua Hou,35706Cyndy27/07/2001,52,2000-09-02 10:25:00,2001-07-27 13:47:00
Margaret-maree,2001-07-26 16:31:00,Whenua Hou,35706Margaret-maree26/07/2001,2,2000-09-01 18:00:00,2001-07-26 16:31:00
Boss,2001-07-26 11:55:00,Pearl,35706Boss26/07/2001,14,2000-09-03 10:11:00,2001-07-26 11:55:00
Barnard,2001-07-26 10:48:00,Pearl,35706Barnard26/07/2001,20,2000-09-03 12:27:00,2001-07-26 10:48:00
Arab,2001-07-26 10:10:00,Pearl,35706Arab26/07/2001,34,2000-09-03 10:12:00,2001-07-26 10:10:00
Ralph,2001-07-26 09:49:00,Pearl,35706Ralph26/07/2001,60,2000-09-03 11:26:00,2001-07-26 09:49:00
Sinbad,2001-07-24 17:25:00,Whenua Hou,4/07/98Sinbad24/07/2001,64,2000-09-02 13:30:00,2001-07-24 17:25:00
Bonus,2001-07-24 16:09:00,Whenua Hou,35706Bonus24/07/2001,56,2000-09-01 10:35:00,2001-07-24 16:09:00
Blades,2001-07-24 15:50:00,Whenua Hou,35706Blades24/07/2001,62,2000-08-31 12:31:00,2001-07-24 15:50:00
Whiskas,2001-07-24 14:30:00,Whenua Hou,35706Whiskas24/07/2001,30,2000-08-31 14:27:00,2001-07-24 14:30:00
Bella,2001-07-24 13:47:00,Whenua Hou,35706Bella24/07/2001,54,2000-08-26 15:11:00,2001-07-24 13:47:00
Basil,2001-07-24 11:45:00,Whenua Hou,35706Basil24/07/2001,14,2000-10-12 12:00:00,2001-07-24 11:45:00
Wendy,2001-07-23 16:32:00,Whenua Hou,35706Wendy23/07/2001,58,2000-09-01 16:43:00,2001-07-23 16:32:00
Waynebo,2001-07-23 14:41:00,Whenua Hou,35706Waynebo23/07/2001,68,2000-09-01 14:58:00,2001-07-23 14:41:00
Sarah,2001-07-23 12:58:00,Whenua Hou,35706Sara23/07/2001,46,2000-08-18 15:30:00,2001-07-23 12:58:00
Ellie,2001-07-23 11:03:00,Whenua Hou,20/07/99Ellie23/07/2001,36,2000-09-01 16:32:00,2001-07-23 11:03:00
Joe,2001-07-22 16:35:00,Whenua Hou,35706Joe22/07/2001,28,2000-08-25 16:10:00,2001-07-22 16:35:00
Felix,2001-07-22 16:25:00,Whenua Hou,35706Felix22/07/2001,48,2000-09-01 13:52:00,2001-07-22 16:25:00
Manu,2001-07-22 15:12:00,Whenua Hou,35706Manu22/07/2001,8,2000-08-24 17:15:00,2001-07-22 15:12:00
Tiwai,2001-07-22 12:53:00,Whenua Hou,35706Tiwai22/07/2001,78,2000-08-31 12:46:00,2001-07-22 12:53:00
Solstice,2001-07-22 12:45:00,Whenua Hou,35706Soltstice22/07/2001,66,2000-08-24 13:30:00,2001-07-22 12:45:00
Lee,2001-07-21 16:58:00,Whenua Hou,35706Lee21/07/2001,44,2000-09-01 14:47:00,2001-07-21 16:58:00
Nog,2001-07-21 16:50:00,Whenua Hou,35706Nog21/07/2001,10,2000-10-01 14:00:00,2001-07-21 16:50:00
Lionel,2001-07-21 15:36:00,Whenua Hou,35706Lionel21/07/2001,60,2000-09-01 13:37:00,2001-07-21 15:36:00
Sass,2001-07-21 15:15:00,Whenua Hou,35706Sass21/07/2001,92,2000-09-02 11:20:00,2001-07-21 15:15:00
Bill,2001-07-21 13:24:00,Whenua Hou,35706Bill21/07/2001,90,2000-08-31 14:15:00,2001-07-21 13:24:00
Flossie,2001-07-21 11:33:00,Whenua Hou,35706Flossie21/07/2001,50,2000-10-12 15:10:00,2001-07-21 11:33:00
Nora,2001-07-19 16:05:00,Whenua Hou,35706Nora19/07/2001,82,2000-09-01 10:47:00,2001-07-19 16:05:00
Dobbie,2001-07-19 16:02:00,Whenua Hou,35706Dobbie19/07/2001,34,2000-08-26 13:20:00,2001-07-19 16:02:00
Heather,2001-07-19 15:16:00,Whenua Hou,35706Heather19/07/2001,84,2001-04-28 21:00:00,2001-07-19 15:16:00
Jean,2001-07-19 15:05:00,Whenua Hou,35706Jean19/07/2001,4,2000-10-12 10:13:00,2001-07-19 15:05:00
Merty,2001-07-19 13:51:00,Whenua Hou,35706Merty19/07/2001,24,2000-09-03 10:45:00,2001-07-19 13:51:00
Ruth,2001-07-19 11:44:00,Whenua Hou,35706Ruth19/07/2001,98,2001-02-06 21:30:00,2001-07-19 11:44:00
Lisa,2001-07-18 16:43:00,Whenua Hou,35706Lisa18/07/2001,22,2000-11-09 15:20:00,2001-07-18 16:43:00
Fuchsia,2001-07-18 15:24:00,Whenua Hou,35706Fuchsia18/07/2001,12,2000-11-04 17:25:00,2001-07-18 15:24:00
Jimmy,2001-06-10 15:35:00,Whenua Hou,35706Jimmy10/06/2001,6,2001-04-19 07:45:00,2001-06-10 15:35:00
Sirocco,2001-06-10 11:20:00,Whenua Hou,35706Sirroco10/06/2001,87,2000-11-01 10:44:00,2001-06-10 11:20:00
Trevor,2001-05-27 08:55:00,Maud,16/12/98Aorangi27/05/2001,9,2000-09-04 08:47:00,2001-05-27 08:55:00
Morehu,2001-05-24 15:49:00,Maud,26/07/99Morehu24/05/2001,29,2000-09-04 09:59:00,2001-05-24 15:49:00
Heather,2001-04-28 21:00:00,Maud,35706Heather28/04/2001,48,2000-09-01 15:27:00,2001-04-28 21:00:00
Jimmy,2001-04-19 07:45:00,Maud,35706Jimmy19/04/2001,72,2000-10-13 10:35:00,2001-04-19 07:45:00
Luke,2001-04-16 13:44:00,Nukuwaiata,35706Luke16/04/2001,74,2000-10-13 12:41:00,2001-04-16 13:44:00
Ruth,2001-02-06 21:30:00,Maud,35706Ruth6/02/2001,4,2000-09-01 13:47:00,2001-02-06 21:30:00
Gulliver,2000-11-09 16:42:00,Maud,4/07/98Gulliver9/11/2000,36,1999-07-04 11:58:00,2000-11-09 16:42:00
Lisa,2000-11-09 15:20:00,Maud,35706Lisa9/11/2000,32,1999-11-09 16:30:00,2000-11-09 15:20:00
Fuchsia,2000-11-04 17:25:00,Maud,35706Fuchsia4/11/2000,28,1999-11-15 17:06:00,2000-11-04 17:25:00
Maggie,2000-11-01 16:23:00,Whenua Hou,35706Maggie1/11/2000,83,2000-08-26 16:43:00,2000-11-01 16:23:00
Sirocco,2000-11-01 10:44:00,Whenua Hou,35706Sirroco1/11/2000,37,2000-09-03 07:30:00,2000-11-01 10:44:00
Kuia,2000-10-13 19:05:00,Maud,4/07/9813/10/2000,52,1999-11-17 17:50:00,2000-10-13 19:05:00
Luke,2000-10-13 12:41:00,Nukuwaiata,35706Luke13/10/2000,27,1999-11-26 15:49:00,2000-10-13 12:41:00
Jimmy,2000-10-13 10:35:00,Nukuwaiata,35706Jimmy13/10/2000,11,1999-11-26 11:18:00,2000-10-13 10:35:00
Flossie,2000-10-12 15:10:00,Maud,35706Flossie12/10/2000,22,1999-11-16 16:34:00,2000-10-12 15:10:00
Smoko,2000-10-12 12:20:00,Maud,35706Smoko12/10/2000,24,1999-12-01 16:31:00,2000-10-12 12:20:00
Basil,2000-10-12 12:00:00,Whenua Hou,35706Basil12/10/2000,51,1999-10-19 17:00:00,2000-10-12 12:00:00
Boomer,2000-10-12 11:30:00,Maud,26/07/99Boomer12/10/2000,82,1999-07-22 15:00:00,2000-10-12 11:30:00
Jean,2000-10-12 10:13:00,Maud,35706Jean12/10/2000,54,1999-11-16 15:54:00,2000-10-12 10:13:00
Richard Henry,2000-10-10 18:34:00,Maud,35706Richard-Henry10/10/2000,12,1999-10-26 10:15:00,2000-10-10 18:34:00
Stumpy,2000-10-10 17:31:00,Maud,35706Stumpy10/10/2000,40,1999-07-15 13:21:00,2000-10-10 17:31:00
Sue,2000-10-04 15:30:00,Whenua Hou,35706Sue4/10/2000,41,2000-09-01 16:48:00,2000-10-04 15:30:00
Nog,2000-10-01 14:00:00,Whenua Hou,35706Nog1/10/2000,39,2000-09-01 15:38:00,2000-10-01 14:00:00
Morehu,2000-09-04 09:59:00,Maud,26/07/99Morehu4/09/2000,80,2000-03-05 14:50:00,2000-09-04 09:59:00
Trevor,2000-09-04 08:47:00,Maud,16/12/98Aorangi4/09/2000,86,1999-09-22 07:30:00,2000-09-04 08:47:00
Barnard,2000-09-03 12:27:00,Pearl,35706Barnard3/09/2000,23,1999-10-22 15:44:00,2000-09-03 12:27:00
Ralph,2000-09-03 11:26:00,Pearl,35706Ralph3/09/2000,45,1999-10-22 12:45:00,2000-09-03 11:26:00
Ben,2000-09-03 11:10:00,Pearl,35706Ben3/09/2000,35,1999-10-22 13:37:00,2000-09-03 11:10:00
Merty,2000-09-03 10:45:00,Nukuwaiata,35706Merty3/09/2000,33,1999-11-26 14:14:00,2000-09-03 10:45:00
Arab,2000-09-03 10:12:00,Pearl,35706Arab3/09/2000,51,1999-10-22 14:10:00,2000-09-03 10:12:00
Boss,2000-09-03 10:11:00,Pearl,35706Boss3/09/2000,21,1999-10-22 12:30:00,2000-09-03 10:11:00
Sirocco,2000-09-03 07:30:00,Whenua Hou,35706Sirroco3/09/2000,1,2000-09-02 17:14:00,2000-09-03 07:30:00
Sirocco,2000-09-02 17:14:00,Whenua Hou,35706Sirroco2/09/2000,51,1999-12-27 11:55:00,2000-09-02 17:14:00
Sinbad,2000-09-02 13:30:00,Whenua Hou,4/07/98Sinbad2/09/2000,65,2000-04-09 10:30:00,2000-09-02 13:30:00
Piripi,2000-09-02 11:32:00,Maud,35706Piripi2/09/2000,26,1999-07-10 11:05:00,2000-09-02 11:32:00
Sass,2000-09-02 11:20:00,Whenua Hou,35706Sass2/09/2000,91,1999-11-07 13:25:00,2000-09-02 11:20:00
Cyndy,2000-09-02 10:25:00,Whenua Hou,35706Cyndy2/09/2000,45,1999-10-28 00:00:00,2000-09-02 10:25:00
Margaret-maree,2000-09-01 18:00:00,Whenua Hou,35706Margaret-maree1/09/2000,5,1999-11-21 10:44:00,2000-09-01 18:00:00
Sue,2000-09-01 16:48:00,Whenua Hou,35706Sue1/09/2000,33,1999-11-07 12:00:00,2000-09-01 16:48:00
Wendy,2000-09-01 16:43:00,Maud,35706Wendy1/09/2000,18,1999-11-14 16:04:00,2000-09-01 16:43:00
Ellie,2000-09-01 16:32:00,Whenua Hou,20/07/99Ellie1/09/2000,93,1999-06-15 18:00:00,2000-09-01 16:32:00
Nog,2000-09-01 15:38:00,Whenua Hou,35706Nog1/09/2000,39,1999-11-12 17:27:00,2000-09-01 15:38:00
Heather,2000-09-01 15:27:00,Maud,35706Heather1/09/2000,48,1999-12-17 15:41:00,2000-09-01 15:27:00
Waynebo,2000-09-01 14:58:00,Whenua Hou,35706Waynebo1/09/2000,95,1999-12-06 15:30:00,2000-09-01 14:58:00
Lee,2000-09-01 14:47:00,Whenua Hou,35706Lee1/09/2000,19,1999-12-29 13:42:00,2000-09-01 14:47:00
Felix,2000-09-01 13:52:00,Whenua Hou,35706Felix1/09/2000,3,1999-11-27 00:00:00,2000-09-01 13:52:00
Ruth,2000-09-01 13:47:00,Maud,35706Ruth1/09/2000,4,1999-11-14 14:45:00,2000-09-01 13:47:00
Lionel,2000-09-01 13:37:00,Whenua Hou,35706Lionel1/09/2000,11,1999-12-27 17:00:00,2000-09-01 13:37:00
Gumboots,2000-09-01 12:07:00,Whenua Hou,35706Gumboots1/09/2000,57,1999-10-30 17:05:00,2000-09-01 12:07:00
Gunner,2000-09-01 11:25:00,Whenua Hou,35706Gunner1/09/2000,89,1999-11-13 15:10:00,2000-09-01 11:25:00
Aranga,2000-09-01 11:16:00,Whenua Hou,20/07/99Aranga1/09/2000,61,1999-11-07 15:00:00,2000-09-01 11:16:00
Nora,2000-09-01 10:47:00,Maud,35706Nora1/09/2000,42,1999-11-17 13:23:00,2000-09-01 10:47:00
Bonus,2000-09-01 10:35:00,Whenua Hou,35706Bonus1/09/2000,9,2000-01-07 21:43:00,2000-09-01 10:35:00
Hauturu,2000-09-01 10:06:00,Whenua Hou,20/07/99Hauturu1/09/2000,49,1999-11-22 13:46:00,2000-09-01 10:06:00
Sandra,2000-08-31 16:24:00,Whenua Hou,35706Sandra31/08/2000,29,1999-11-14 13:10:00,2000-08-31 16:24:00
Alice,2000-08-31 15:34:00,Whenua Hou,35706Alice31/08/2000,25,1999-11-19 16:53:00,2000-08-31 15:34:00
Ox,2000-08-31 15:15:00,Whenua Hou,35706Ox31/08/2000,27,1999-12-27 13:17:00,2000-08-31 15:15:00
Whiskas,2000-08-31 14:27:00,Whenua Hou,35706Whiskas31/08/2000,17,1999-12-29 15:20:00,2000-08-31 14:27:00
Zephyr,2000-08-31 14:25:00,Whenua Hou,35706Zephyr31/08/2000,21,1999-10-16 19:10:00,2000-08-31 14:25:00
Bill,2000-08-31 14:15:00,Whenua Hou,35706Bill31/08/2000,47,1999-10-28 14:00:00,2000-08-31 14:15:00
Tiwai,2000-08-31 12:46:00,Whenua Hou,35706Tiwai31/08/2000,85,1999-12-27 15:15:00,2000-08-31 12:46:00
Blades,2000-08-31 12:31:00,Whenua Hou,35706Blades31/08/2000,53,1999-12-30 15:37:00,2000-08-31 12:31:00
Jane,2000-08-29 14:30:00,Maud,35706Jane29/08/2000,14,1999-10-15 11:55:00,2000-08-29 14:30:00
Maggie,2000-08-26 16:43:00,Whenua Hou,35706Maggie26/08/2000,23,1999-10-28 15:40:00,2000-08-26 16:43:00
Bella,2000-08-26 15:11:00,Whenua Hou,35706Bella26/08/2000,97,1999-11-21 14:11:00,2000-08-26 15:11:00
Dobbie,2000-08-26 13:20:00,Whenua Hou,35706Dobbie26/08/2000,43,1999-12-27 17:59:00,2000-08-26 13:20:00
Joe,2000-08-25 16:10:00,Whenua Hou,35706Joe25/08/2000,7,1999-11-25 12:00:00,2000-08-25 16:10:00
Merv,2000-08-25 14:11:00,Whenua Hou,35706Merv25/08/2000,81,1999-11-12 16:00:00,2000-08-25 14:11:00
Manu,2000-08-24 17:15:00,Whenua Hou,35706Manu24/08/2000,31,1999-10-15 11:50:00,2000-08-24 17:15:00
Solstice,2000-08-24 13:30:00,Whenua Hou,35706Soltstice24/08/2000,35,1999-11-19 15:13:00,2000-08-24 13:30:00
Hoki,2000-08-24 11:30:00,Whenua Hou,35706Hoki24/08/2000,63,1999-10-29 00:00:00,2000-08-24 11:30:00
Sarah,2000-08-18 15:30:00,Whenua Hou,35706Sara18/08/2000,69,1999-10-30 17:45:00,2000-08-18 15:30:00
Suzanne,2000-08-18 12:10:00,Whenua Hou,35706Susanne18/08/2000,10,1999-10-29 15:40:00,2000-08-18 12:10:00
Sinbad,2000-04-09 10:30:00,Maud,4/07/98Sinbad9/04/2000,15,1999-07-08 10:05:00,2000-04-09 10:30:00
Morehu,2000-03-05 14:50:00,Maud,26/07/99Morehu5/03/2000,90,1999-09-28 06:50:00,2000-03-05 14:50:00
Bonus,2000-01-07 21:43:00,Whenua Hou,35706Bonus7/01/2000,30,1999-11-21 16:29:00,2000-01-07 21:43:00
Blades,1999-12-30 15:37:00,Whenua Hou,35706Blades30/12/1999,13,1999-08-11 14:10:00,1999-12-30 15:37:00
Whiskas,1999-12-29 15:20:00,Whenua Hou,35706Whiskas29/12/1999,83,1999-10-05 16:30:00,1999-12-29 15:20:00
Lee,1999-12-29 13:42:00,Whenua Hou,35706Lee29/12/1999,36,1999-09-17 16:57:00,1999-12-29 13:42:00
Dobbie,1999-12-27 17:59:00,Whenua Hou,35706Dobbie27/12/1999,40,1999-09-22 14:55:00,1999-12-27 17:59:00
Lionel,1999-12-27 17:00:00,Whenua Hou,35706Lionel27/12/1999,56,1999-09-17 14:30:00,1999-12-27 17:00:00
Tiwai,1999-12-27 15:15:00,Whenua Hou,35706Tiwai27/12/1999,42,1999-07-08 17:20:00,1999-12-27 15:15:00
Ox,1999-12-27 13:17:00,Whenua Hou,35706Ox27/12/1999,66,1999-08-01 15:22:00,1999-12-27 13:17:00
Sirocco,1999-12-27 11:55:00,Whenua Hou,35706Sirroco27/12/1999,1,1999-08-13 15:08:00,1999-12-27 11:55:00
Heather,1999-12-17 15:41:00,Maud,35706Heather17/12/1999,48,1999-11-09 15:05:00,1999-12-17 15:41:00
Waynebo,1999-12-06 15:30:00,Whenua Hou,35706Waynebo6/12/1999,44,1999-07-31 15:45:00,1999-12-06 15:30:00
Smoko,1999-12-01 16:31:00,Maud,35706Smoko1/12/1999,24,1999-07-09 10:42:00,1999-12-01 16:31:00
Felix,1999-11-27 00:00:00,Whenua Hou,35706Felix27/11/1999,88,1999-08-14 11:10:00,1999-11-27 00:00:00
Luke,1999-11-26 15:49:00,Nukuwaiata,35706Luke26/11/1999,78,1999-07-14 10:03:00,1999-11-26 15:49:00
Merty,1999-11-26 14:14:00,Nukuwaiata,35706Merty26/11/1999,36,1999-07-14 12:00:00,1999-11-26 14:14:00
Jimmy,1999-11-26 11:18:00,Nukuwaiata,35706Jimmy26/11/1999,26,1999-07-14 13:42:00,1999-11-26 11:18:00
Joe,1999-11-25 12:00:00,Whenua Hou,35706Joe25/11/1999,54,1999-09-15 15:20:00,1999-11-25 12:00:00
Hauturu,1999-11-22 13:46:00,Whenua Hou,20/07/99Hauturu22/11/1999,84,1999-07-13 18:00:00,1999-11-22 13:46:00
Bonus,1999-11-21 16:29:00,Whenua Hou,35706Bonus21/11/1999,5,1999-09-13 15:35:00,1999-11-21 16:29:00
Bella,1999-11-21 14:11:00,Whenua Hou,35706Bella21/11/1999,28,1999-09-22 15:58:00,1999-11-21 14:11:00
Margaret-maree,1999-11-21 10:44:00,Whenua Hou,35706Margaret-maree21/11/1999,16,1999-07-19 12:35:00,1999-11-21 10:44:00
Alice,1999-11-19 16:53:00,Whenua Hou,35706Alice19/11/1999,37,1999-08-13 11:45:00,1999-11-19 16:53:00
Solstice,1999-11-19 15:13:00,Whenua Hou,35706Soltstice19/11/1999,82,1999-09-12 16:35:00,1999-11-19 15:13:00
Kuia,1999-11-17 17:50:00,Maud,4/07/9817/11/1999,42,1999-07-31 12:15:00,1999-11-17 17:50:00
Nora,1999-11-17 13:23:00,Maud,35706Nora17/11/1999,74,1999-09-10 12:00:00,1999-11-17 13:23:00
Flossie,1999-11-16 16:34:00,Maud,35706Flossie16/11/1999,22,1999-08-10 14:25:00,1999-11-16 16:34:00
Jean,1999-11-16 15:54:00,Maud,35706Jean16/11/1999,8,1999-09-30 16:45:00,1999-11-16 15:54:00
Fuchsia,1999-11-15 17:06:00,Maud,35706Fuchsia15/11/1999,2,1999-08-06 10:22:00,1999-11-15 17:06:00
Wendy,1999-11-14 16:04:00,Maud,35706Wendy14/11/1999,72,1999-07-09 11:57:00,1999-11-14 16:04:00
Ruth,1999-11-14 14:45:00,Maud,35706Ruth14/11/1999,76,1999-07-29 11:35:00,1999-11-14 14:45:00
Sandra,1999-11-14 13:10:00,Whenua Hou,35706Sandra14/11/1999,87,1999-07-17 17:35:00,1999-11-14 13:10:00
Gunner,1999-11-13 15:10:00,Whenua Hou,35706Gunner13/11/1999,32,1999-09-22 17:24:00,1999-11-13 15:10:00
Nog,1999-11-12 17:27:00,Whenua Hou,35706Nog12/11/1999,80,1999-08-01 16:58:00,1999-11-12 17:27:00
Merv,1999-11-12 16:00:00,Whenua Hou,35706Merv12/11/1999,46,1999-09-18 12:17:00,1999-11-12 16:00:00
Lisa,1999-11-09 16:30:00,Maud,35706Lisa9/11/1999,34,1999-08-28 16:00:00,1999-11-09 16:30:00
Heather,1999-11-09 15:05:00,Maud,35706Heather9/11/1999,28,1999-07-15 11:38:00,1999-11-09 15:05:00
Aranga,1999-11-07 15:00:00,Whenua Hou,20/07/99Aranga7/11/1999,48,1999-06-15 18:00:00,1999-11-07 15:00:00
Sass,1999-11-07 13:25:00,Whenua Hou,35706Sass7/11/1999,98,1999-09-14 15:10:00,1999-11-07 13:25:00
Sue,1999-11-07 12:00:00,Whenua Hou,35706Sue7/11/1999,6,1999-08-08 16:20:00,1999-11-07 12:00:00
Sarah,1999-10-30 17:45:00,Whenua Hou,35706Sara30/10/1999,22,1999-08-14 13:33:00,1999-10-30 17:45:00
Gumboots,1999-10-30 17:05:00,Whenua Hou,35706Gumboots30/10/1999,94,1999-07-09 10:35:00,1999-10-30 17:05:00
Suzanne,1999-10-29 15:40:00,Whenua Hou,35706Susanne29/10/1999,34,1999-07-17 16:35:00,1999-10-29 15:40:00
Hoki,1999-10-29 00:00:00,Whenua Hou,35706Hoki29/10/1999,12,1999-07-10 16:59:00,1999-10-29 00:00:00
Maggie,1999-10-28 15:40:00,Whenua Hou,35706Maggie28/10/1999,24,1999-09-17 15:49:00,1999-10-28 15:40:00
Bill,1999-10-28 14:00:00,Whenua Hou,35706Bill28/10/1999,64,1999-09-15 12:55:00,1999-10-28 14:00:00
Cyndy,1999-10-28 00:00:00,Whenua Hou,35706Cyndy28/10/1999,68,1999-07-30 17:04:00,1999-10-28 00:00:00
Richard Henry,1999-10-26 10:15:00,Maud,35706Richard-Henry26/10/1999,12,1999-07-04 15:40:00,1999-10-26 10:15:00
Barnard,1999-10-22 15:44:00,Pearl,35706Barnard22/10/1999,86,1999-07-09 15:29:00,1999-10-22 15:44:00
Arab,1999-10-22 14:10:00,Pearl,35706Arab22/10/1999,60,1999-07-09 14:05:00,1999-10-22 14:10:00
Ben,1999-10-22 13:37:00,Pearl,35706Ben22/10/1999,58,1999-07-09 14:40:00,1999-10-22 13:37:00
Ralph,1999-10-22 12:45:00,Pearl,35706Ralph22/10/1999,92,1999-07-09 11:48:00,1999-10-22 12:45:00
Boss,1999-10-22 12:30:00,Pearl,35706Boss22/10/1999,90,1999-07-09 11:30:00,1999-10-22 12:30:00
Basil,1999-10-19 17:00:00,Whenua Hou,35706Basil19/10/1999,4,1999-07-12 15:28:00,1999-10-19 17:00:00
Zephyr,1999-10-16 19:10:00,Whenua Hou,35706Zephyr16/10/1999,20,1999-07-23 16:00:00,1999-10-16 19:10:00
Jane,1999-10-15 11:55:00,Whenua Hou,35706Jane15/10/1999,8,1999-07-16 16:10:00,1999-10-15 11:55:00
Manu,1999-10-15 11:50:00,Whenua Hou,35706Manu15/10/1999,52,1999-08-09 16:20:00,1999-10-15 11:50:00
Whiskas,1999-10-05 16:30:00,Whenua Hou,35706Whiskas5/10/1999,26,1999-07-19 14:35:00,1999-10-05 16:30:00
Jean,1999-09-30 16:45:00,Maud,35706Jean30/09/1999,6,1999-07-09 13:30:00,1999-09-30 16:45:00
Morehu,1999-09-28 06:50:00,Maud,26/07/99Morehu28/09/1999,45,1999-08-07 18:30:00,1999-09-28 06:50:00
Gunner,1999-09-22 17:24:00,Whenua Hou,35706Gunner22/09/1999,32,1998-08-19 14:15:00,1999-09-22 17:24:00
Bella,1999-09-22 15:58:00,Whenua Hou,35706Bella22/09/1999,64,1998-08-19 11:00:00,1999-09-22 15:58:00
Dobbie,1999-09-22 14:55:00,Whenua Hou,35706Dobbie22/09/1999,14,1998-08-03 10:40:00,1999-09-22 14:55:00
Trevor,1999-09-22 07:30:00,Maud,16/12/98Aorangi22/09/1999,14,1999-07-22 12:00:00,1999-09-22 07:30:00
Merv,1999-09-18 12:17:00,Whenua Hou,35706Merv18/09/1999,46,1998-08-14 14:52:00,1999-09-18 12:17:00
Lee,1999-09-17 16:57:00,Whenua Hou,35706Lee17/09/1999,50,1998-08-16 16:40:00,1999-09-17 16:57:00
Maggie,1999-09-17 15:49:00,Whenua Hou,35706Maggie17/09/1999,24,1998-08-18 16:45:00,1999-09-17 15:49:00
Lionel,1999-09-17 14:30:00,Whenua Hou,35706Lionel17/09/1999,56,1998-08-24 13:05:00,1999-09-17 14:30:00
Joe,1999-09-15 15:20:00,Whenua Hou,35706Joe15/09/1999,54,1998-08-04 16:50:00,1999-09-15 15:20:00
